host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_shared_rooms,reviews_per_month
2015-11-28,within a day,0.67,0.0,f,t,f,-22.9607,-43.17895,Entire home/apt,8,2.0,3.0,3.0,529.0,2,1125,t,28,58,78,353,1,5.0,5.0,4.0,4.0,5.0,4.0,4.0,f,0,0.03
2016-10-21,within a few hours,1.0,0.84,f,t,t,-22.97177,-43.41058,Entire home/apt,4,1.0,2.0,4.0,300.0,3,1125,t,27,57,79,354,6,4.17,4.17,4.33,4.67,4.67,4.83,4.5,f,0,0.14
2015-07-02,within an hour,1.0,0.92,t,t,f,-22.97059,-43.18767,Entire home/apt,6,1.0,2.0,5.0,93.0,2,1125,t,11,14,19,229,32,4.91,4.84,4.69,5.0,4.94,4.97,4.88,f,0,1.09
2014-06-23,within a day,0.8,1.0,f,t,f,-22.82633,-43.283798,Shared room,4,3.0,1.0,4.0,80.0,1,90,t,30,60,90,90,4,5.0,5.0,3.75,4.75,4.75,4.75,4.75,f,4,0.08
2017-05-19,within an hour,1.0,0.95,t,t,t,-23.01115,-43.32167,Entire home/apt,6,2.0,2.0,4.0,471.0,2,89,t,24,52,70,70,55,4.91,4.93,4.61,4.98,4.98,4.98,4.74,f,0,0.94
2018-12-06,within an hour,1.0,0.95,t,t,t,-22.96576,-43.184,Entire home/apt,5,1.5,1.0,2.0,256.0,2,1125,t,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.57
2014-02-23,,,,f,t,t,-22.96767,-43.39671,Entire home/apt,4,1.0,2.0,3.0,300.0,2,1125,t,0,0,4,4,0,,,,,,,,f,0,
2016-12-28,within an hour,1.0,0.93,f,t,t,-22.83357,-43.27186,Entire home/apt,12,1.5,3.0,11.0,250.0,1,1125,t,25,52,82,357,4,4.5,5.0,4.75,5.0,5.0,4.25,4.25,f,0,0.09
2016-03-17,within a day,0.7,1.0,f,t,f,-22.99996,-43.30358,Entire home/apt,4,1.0,1.0,2.0,147.0,1,30,t,30,60,73,335,0,,,,,,,,t,0,
2014-04-22,within an hour,1.0,1.0,f,t,t,-22.963465,-43.181522,Entire home/apt,5,3.0,2.0,3.0,290.0,5,365,t,30,60,85,329,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,0,1.0
2017-06-26,within a day,0.75,1.0,f,t,t,-22.98638,-43.20168,Private room,4,1.0,1.0,2.0,398.0,1,365,t,30,60,90,362,2,5.0,4.5,3.5,5.0,4.5,5.0,5.0,t,2,0.12
2019-10-25,,,,f,t,t,-22.96342,-43.17875,Entire home/apt,4,1.0,,,2953.0,7,7,t,30,60,90,365,0,,,,,,,,t,0,
2015-05-28,within a day,1.0,0.33,f,t,f,-22.97404,-43.18537,Entire home/apt,2,1.0,1.0,1.0,300.0,4,89,t,0,0,1,268,0,,,,,,,,f,0,
2016-05-28,within a day,1.0,,f,t,t,-22.91121,-43.18367,Entire home/apt,4,1.0,1.0,2.0,140.0,2,1125,t,0,0,0,24,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0,0.03
2022-03-25,within a few hours,1.0,1.0,f,t,t,-22.93798,-43.19404,Private room,2,1.0,1.0,1.0,120.0,1,365,t,20,50,80,355,0,,,,,,,,f,0,
2013-12-29,within an hour,1.0,0.92,t,t,t,-22.98225,-43.19543,Entire home/apt,2,1.0,1.0,1.0,331.0,5,180,t,0,5,14,274,83,4.75,4.95,4.81,4.75,4.79,4.24,4.61,f,0,0.81
2010-11-08,a few days or more,0.33,0.33,f,t,t,-22.9818,-43.19064,Private room,2,1.5,1.0,1.0,300.0,7,1125,t,30,60,90,365,2,0.0,,,,,,,f,0,0.06
2013-10-08,a few days or more,0.25,0.0,f,t,t,-22.93319,-43.1843,Private room,2,2.0,1.0,2.0,217.0,1,1125,t,0,0,0,171,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.05
2016-04-30,within an hour,1.0,0.77,f,t,t,-22.98123,-43.22408,Entire home/apt,4,2.0,2.0,2.0,400.0,2,90,t,30,60,86,101,11,4.82,4.82,4.73,4.91,4.82,5.0,4.82,f,0,0.26
2015-02-14,within a day,1.0,1.0,f,t,t,-22.91548,-43.17948,Private room,2,1.0,1.0,1.0,340.0,1,1125,t,17,47,72,319,2,4.5,5.0,5.0,5.0,4.5,4.0,4.0,t,0,0.05
2014-08-23,within a day,0.5,0.0,f,t,t,-22.97607,-43.19724,Entire home/apt,3,2.0,1.0,2.0,379.0,4,1125,t,0,0,0,259,3,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,0,0.04
2018-01-16,within an hour,1.0,0.99,t,t,t,-22.96691,-43.18629,Entire home/apt,3,1.0,,2.0,330.0,4,1125,t,0,0,0,263,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.07
2017-11-08,,,,f,t,f,-22.91387,-43.23754,Private room,1,1.0,1.0,1.0,900.0,30,1125,t,30,60,90,365,0,,,,,,,,t,0,
2016-07-16,within a few hours,1.0,0.67,f,t,f,-22.893444,-43.295353,Entire home/apt,2,1.0,1.0,2.0,75.0,3,30,t,18,38,65,241,0,,,,,,,,f,0,
2019-11-05,within an hour,1.0,1.0,f,t,t,-22.91567,-43.18884,Entire home/apt,2,1.0,1.0,1.0,130.0,2,365,t,30,41,41,41,26,4.92,4.88,4.88,4.92,4.96,4.77,4.81,t,0,2.21
2014-04-01,within an hour,1.0,0.96,t,t,t,-22.98264,-43.20261,Entire home/apt,4,1.0,2.0,3.0,520.0,4,89,t,18,48,70,70,129,4.89,4.92,4.96,4.99,4.99,4.97,4.87,f,0,1.56
2012-07-16,,,,f,t,t,-23.01498,-43.29155,Entire home/apt,10,5.5,5.0,7.0,2581.0,15,29,t,29,59,89,364,0,,,,,,,,f,0,
2014-03-27,within an hour,1.0,0.86,f,t,t,-22.98528,-43.20211,Entire home/apt,4,2.0,2.0,2.0,286.0,3,1125,t,16,35,35,243,15,4.27,4.47,4.67,4.8,4.87,4.93,4.0,f,0,0.16
2018-07-14,within an hour,1.0,1.0,f,t,t,-23.03125,-43.47536,Entire home/apt,4,1.0,1.0,2.0,320.0,5,1125,t,25,55,74,74,13,5.0,4.92,4.77,4.92,4.85,5.0,4.54,t,0,0.73
2015-10-19,,,,f,t,f,-23.0023,-43.39175,Entire home/apt,6,3.0,2.0,3.0,6500.0,1,1125,t,30,60,90,365,0,,,,,,,,f,0,
2011-12-26,within an hour,1.0,0.98,f,t,t,-23.06515,-43.56724,Private room,2,16.0,12.0,12.0,600.0,1,90,t,29,59,89,360,18,4.89,5.0,4.89,4.94,4.78,4.89,4.67,f,0,0.74
2020-02-07,within an hour,1.0,1.0,f,t,f,-22.93413,-43.18264,Entire home/apt,6,3.0,2.0,4.0,543.0,3,1125,t,26,44,58,199,0,,,,,,,,t,0,
2014-03-21,within a few hours,0.8,0.84,f,t,f,-22.98213,-43.22213,Entire home/apt,5,2.0,2.0,3.0,300.0,1,1125,t,30,60,90,365,25,4.72,4.76,4.48,4.96,4.92,5.0,4.68,f,0,0.73
2014-05-08,within a day,0.6,0.67,f,t,t,-22.88964,-43.32418,Private room,3,1.0,1.0,2.0,60.0,2,20,t,0,0,0,170,3,4.67,4.67,4.67,5.0,5.0,4.0,5.0,t,0,0.04
2018-04-20,within an hour,0.9,0.96,f,t,t,-22.9818,-43.65589,Entire home/apt,8,6.0,5.0,52.0,1750.0,2,1125,t,29,59,89,89,0,,,,,,,,f,0,
2013-10-07,within a day,1.0,0.9,f,t,t,-22.98083,-43.2004,Entire home/apt,4,2.0,2.0,2.0,697.0,3,1125,t,13,43,64,273,19,5.0,5.0,5.0,5.0,5.0,4.94,4.78,f,0,0.25
2019-12-29,,,,f,t,f,-22.9617,-43.1694,Private room,3,1.0,,2.0,201.0,5,30,t,29,59,89,179,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.04
2020-03-20,,,,f,t,t,-22.97898,-43.22128,Entire home/apt,7,2.0,3.0,3.0,502.0,2,365,t,0,0,0,171,0,,,,,,,,f,0,
2014-04-17,,,,f,t,f,-22.93447,-43.1927,Private room,3,1.0,1.0,1.0,300.0,7,30,t,30,60,90,365,0,,,,,,,,f,0,
2014-04-15,within a few hours,0.86,0.11,f,t,t,-23.00457,-43.38245,Entire home/apt,15,6.0,5.0,8.0,12907.0,7,1125,t,28,58,88,177,0,,,,,,,,f,0,
2016-08-24,within an hour,0.97,0.79,t,t,t,-22.98065,-43.1932,Entire home/apt,2,1.0,,1.0,495.0,3,1125,t,29,59,89,364,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,0,0.02
2016-02-06,within an hour,1.0,1.0,t,t,t,-22.98474,-43.19327,Entire home/apt,3,1.0,1.0,2.0,187.0,4,45,t,3,3,3,20,29,4.55,4.69,4.38,4.97,4.9,4.83,4.52,t,0,0.97
2016-08-24,within an hour,0.97,0.79,t,t,t,-22.98547,-43.1956,Entire home/apt,14,5.5,6.0,1.0,999.0,2,1125,t,1,2,2,35,0,,,,,,,,f,0,
2019-01-26,within an hour,1.0,0.93,f,t,t,-22.9739,-43.41131,Entire home/apt,5,1.0,2.0,5.0,410.0,3,1125,t,30,60,81,353,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.1
2020-08-17,within an hour,0.9,1.0,f,f,t,-22.91954,-43.25004,Entire home/apt,4,2.0,2.0,2.0,231.0,2,1125,t,30,60,84,174,5,5.0,5.0,4.6,4.4,5.0,4.8,4.6,f,0,0.98
2017-06-08,within a few hours,0.9,0.64,f,t,t,-23.01117,-43.30601,Entire home/apt,6,5.0,3.0,4.0,890.0,2,1125,t,0,15,37,309,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.64
2012-07-25,,,,f,t,t,-22.9761,-43.18992,Entire home/apt,5,1.0,2.0,2.0,1950.0,3,365,t,30,60,90,365,0,,,,,,,,t,0,
2014-01-17,within a day,0.6,0.0,f,t,t,-22.98357,-43.21866,Entire home/apt,4,3.0,2.0,2.0,427.0,2,1125,t,0,0,0,0,10,4.7,5.0,4.9,4.9,4.8,4.9,4.5,f,0,0.11
2015-01-04,,,,f,t,t,-22.95142,-43.17501,Entire home/apt,5,2.0,2.0,3.0,1084.0,3,1125,f,0,0,0,0,0,,,,,,,,f,0,
2015-02-19,within a few hours,0.61,0.92,f,t,t,-22.98455,-43.20733,Entire home/apt,4,2.0,2.0,3.0,413.0,30,1125,t,0,0,0,0,0,,,,,,,,t,0,
2020-06-29,within a few hours,1.0,0.98,f,t,t,-22.97456,-43.41551,Entire home/apt,2,1.0,1.0,1.0,550.0,15,1000,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,0,0.1
2021-08-11,within an hour,1.0,1.0,f,t,t,-22.94966,-43.16561,Entire home/apt,6,2.5,3.0,4.0,1875.0,3,365,t,30,60,80,341,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.27
2016-04-20,,,0.0,f,t,t,-22.97496,-43.18672,Entire home/apt,10,2.5,3.0,5.0,609.0,4,1125,t,0,0,0,0,13,4.58,4.92,4.33,4.83,5.0,5.0,4.67,f,0,0.18
2019-08-03,within a day,0.5,,f,t,t,-22.87145,-43.25647,Entire home/apt,2,1.0,1.0,1.0,180.0,1,365,t,30,60,90,365,0,,,,,,,,t,0,
2019-04-24,within a day,1.0,0.5,f,t,f,-22.96972,-43.19051,Entire home/apt,4,1.0,1.0,3.0,300.0,1,1125,t,28,58,76,347,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.15
2015-11-16,within an hour,0.9,0.89,f,t,t,-22.96847,-43.18552,Entire home/apt,3,1.0,1.0,1.0,119.0,6,30,t,24,42,58,69,100,4.68,4.82,4.69,4.93,4.92,4.96,4.75,t,0,1.27
2017-06-23,within a day,0.6,0.0,f,t,f,-23.00464,-43.31077,Private room,2,1.5,1.0,1.0,450.0,2,365,t,30,60,88,363,0,,,,,,,,f,0,
2018-01-30,within an hour,1.0,0.75,f,t,f,-23.00667,-43.32915,Entire home/apt,5,2.5,2.0,4.0,373.0,3,90,t,28,58,77,167,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.4
2019-07-11,within an hour,1.0,1.0,f,t,t,-22.98226,-43.21573,Entire home/apt,6,2.0,2.0,4.0,593.0,2,1125,t,11,38,62,208,75,4.76,4.73,4.63,4.91,4.85,4.93,4.56,t,0,2.15
2014-03-25,within an hour,1.0,0.96,t,t,t,-22.97518,-43.18847,Entire home/apt,3,1.0,1.0,2.0,295.0,2,1125,t,24,48,60,60,77,4.91,4.95,4.9,4.95,4.95,5.0,4.86,t,0,1.15
2016-06-22,a few days or more,0.0,,f,f,f,-22.97185,-43.3931,Entire home/apt,4,2.0,2.0,2.0,1084.0,15,21,t,28,58,72,347,0,,,,,,,,t,0,
2016-05-24,within an hour,1.0,1.0,f,t,t,-22.96324,-43.17303,Entire home/apt,8,2.5,4.0,7.0,800.0,7,180,t,12,21,21,39,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.05
2020-10-07,,,1.0,f,t,t,-22.98455,-43.19252,Entire home/apt,2,1.5,1.0,2.0,401.0,1,365,t,16,42,63,287,5,5.0,5.0,4.6,4.4,4.8,5.0,4.8,t,0,0.59
2020-10-14,within a day,0.7,0.57,f,t,t,-22.92072,-43.1788,Shared room,16,1.5,1.0,6.0,57.0,1,31,t,28,58,79,256,9,4.78,4.67,4.67,5.0,5.0,5.0,4.78,f,1,0.62
2018-01-31,within an hour,1.0,0.69,f,t,t,-22.9840524,-43.2038817,Entire home/apt,4,2.5,2.0,3.0,640.0,1,365,t,27,57,87,362,0,,,,,,,,f,0,
,,,,,,,-22.98222,-43.19866,Entire home/apt,6,2.5,1.0,3.0,331.0,1,365,t,5,33,58,241,23,4.52,4.57,4.65,4.65,4.61,4.04,4.35,t,0,1.05
2016-05-21,a few days or more,0.0,,f,t,f,-23.00823,-43.42114,Entire home/apt,6,3.5,4.0,4.0,1446.0,1,1125,t,24,54,84,359,0,,,,,,,,t,0,
2016-08-02,a few days or more,0.0,,f,t,f,-22.86235,-43.4325,Entire home/apt,8,5.0,4.0,6.0,1500.0,1,1125,t,30,60,90,365,0,,,,,,,,t,0,
2017-04-11,within a few hours,1.0,0.99,t,t,t,-23.00574,-43.48409,Entire home/apt,4,3.5,2.0,6.0,400.0,3,1125,t,30,60,81,356,40,4.95,4.98,4.98,4.93,4.98,4.85,4.83,f,0,0.69
2011-12-13,within a few hours,1.0,0.0,f,t,t,-22.97371,-43.18929,Entire home/apt,8,2.5,4.0,6.0,500.0,90,90,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.03
2016-06-02,,,,f,t,f,-22.90456,-43.2566,Entire home/apt,5,1.5,2.0,1.0,400.0,5,20,t,30,60,89,89,0,,,,,,,,t,0,
2014-10-16,within an hour,1.0,0.86,f,t,t,-22.98221,-43.19003,Entire home/apt,2,1.0,,1.0,182.0,3,1125,t,9,23,32,114,183,4.88,4.95,4.9,4.95,4.96,4.96,4.74,f,0,2.58
2022-02-02,within an hour,0.94,0.83,f,f,f,-22.94796,-43.18309,Entire home/apt,2,1.0,,1.0,216.0,2,365,t,25,55,85,128,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,2.0
2012-09-01,within a day,1.0,,f,t,t,-22.94439,-43.20522,Entire home/apt,2,1.0,1.0,1.0,126.0,3,31,t,5,5,13,288,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.02
2020-03-06,within an hour,1.0,0.56,t,t,t,-23.00904,-43.34409,Entire home/apt,4,1.0,1.0,2.0,260.0,3,1125,t,28,58,78,258,5,4.8,5.0,5.0,5.0,5.0,5.0,4.6,f,0,0.2
2013-03-24,within a day,0.9,0.84,f,t,t,-22.96687,-43.18474,Entire home/apt,6,3.0,3.0,4.0,327.0,3,120,t,21,43,64,320,135,4.66,4.72,4.68,4.85,4.78,4.89,4.66,f,0,1.22
2014-03-23,within an hour,1.0,0.99,f,t,t,-22.97674,-43.18992,Entire home/apt,4,1.0,1.0,3.0,196.0,4,1125,t,5,18,30,30,241,4.66,4.78,4.5,4.9,4.92,4.96,4.63,f,0,2.42
2019-06-12,,,0.0,f,t,f,-22.98033,-43.24311,Private room,3,1.0,1.0,1.0,200.0,1,1125,t,30,60,90,365,0,,,,,,,,f,0,
2015-04-18,within an hour,1.0,0.96,t,t,t,-23.00109,-43.39185,Entire home/apt,2,1.0,1.0,1.0,250.0,2,90,t,0,0,20,20,17,5.0,5.0,4.94,5.0,5.0,5.0,4.65,f,0,0.8
2022-04-14,within an hour,1.0,1.0,f,t,t,-22.98249,-43.19102,Entire home/apt,6,2.0,3.0,3.0,357.0,3,30,t,28,58,75,165,0,,,,,,,,f,0,
2014-02-27,within a few hours,0.86,1.0,f,t,f,-22.97708,-43.18921,Entire home/apt,7,2.0,2.0,4.0,510.0,2,1125,t,21,51,74,110,14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.5
2014-05-13,,,,f,t,t,-22.9443,-43.18585,Private room,1,1.0,1.0,1.0,119.0,7,1125,t,0,0,0,140,3,4.67,5.0,5.0,5.0,5.0,4.67,4.67,f,0,0.04
2015-11-11,within an hour,1.0,1.0,f,t,t,-22.99109,-43.3529,Entire home/apt,4,2.0,2.0,2.0,590.0,5,1125,t,20,50,71,346,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,t,0,0.55
2019-01-23,within an hour,0.93,0.82,f,t,t,-22.98456,-43.19933,Private room,3,3.0,1.0,2.0,120.0,1,365,t,25,55,84,245,16,4.75,4.63,4.56,4.94,4.88,4.88,4.81,f,0,2.07
2021-12-06,within an hour,1.0,0.83,f,t,t,-22.97443,-43.19057,Entire home/apt,4,1.5,2.0,3.0,760.0,4,10,t,0,0,0,11,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,0,0.53
,,,,,,,-22.97314,-43.19201,Entire home/apt,6,2.0,3.0,4.0,401.0,1,365,t,14,34,49,212,12,4.5,4.58,4.67,4.67,4.75,4.92,4.5,t,0,2.14
2020-12-28,within an hour,1.0,1.0,t,t,t,-22.99665,-43.23692,Entire home/apt,3,1.5,,1.0,189.0,1,31,t,7,29,52,171,67,4.97,4.96,4.99,4.99,4.97,4.9,4.85,t,0,3.85
2016-07-13,within an hour,1.0,1.0,f,t,f,-23.00419,-43.44851,Entire home/apt,4,1.0,2.0,3.0,126.0,3,7,t,18,44,64,336,18,4.89,4.94,4.83,4.94,5.0,4.61,4.89,t,0,3.62
2018-06-13,,,1.0,f,t,t,-22.9852,-43.21262,Entire home/apt,4,2.0,1.0,2.0,1700.0,5,365,t,27,57,87,87,0,,,,,,,,t,0,
2014-05-23,within a few hours,0.93,0.88,f,t,f,-22.9858,-43.19725,Entire home/apt,7,2.5,3.0,3.0,1200.0,5,365,t,28,58,88,363,0,,,,,,,,f,0,
2016-04-21,within an hour,0.9,0.91,f,t,t,-22.9267,-43.17451,Entire home/apt,4,1.0,2.0,3.0,175.0,2,1125,t,30,60,80,355,12,4.08,4.08,3.92,4.5,4.42,4.67,4.25,f,0,1.25
2016-07-23,,,,f,t,f,-22.92904,-43.18937,Private room,2,1.0,1.0,1.0,207.0,15,30,t,30,60,90,365,0,,,,,,,,t,0,
2015-01-17,,,,f,t,f,-22.96941,-43.39775,Entire home/apt,4,1.0,2.0,3.0,250.0,3,7,t,0,0,0,0,1,5.0,1.0,5.0,5.0,5.0,5.0,5.0,f,0,0.03
2013-09-21,a few days or more,0.4,0.48,f,t,t,-22.97599,-43.19192,Entire home/apt,2,1.0,1.0,1.0,216.0,3,1125,t,28,58,75,346,15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.37
2015-01-12,,,,f,t,f,-22.90985,-43.17259,Private room,2,1.0,1.0,1.0,2766.0,2,7,t,30,60,90,365,0,,,,,,,,f,0,
2021-01-31,within an hour,1.0,1.0,f,t,t,-23.02749674795936,-43.472462855279446,Entire home/apt,2,1.0,1.0,1.0,122.0,2,1125,t,11,41,64,339,0,,,,,,,,t,0,
2020-03-09,,,1.0,f,t,f,-22.98473,-43.22067,Entire home/apt,6,2.0,3.0,1.0,10000.0,4,1125,t,0,0,0,0,0,,,,,,,,t,0,
2012-12-02,within an hour,1.0,0.2,t,t,t,-22.98479,-43.19978,Entire home/apt,2,1.0,1.0,1.0,620.0,1,1125,t,30,60,90,365,5,4.8,4.0,4.6,5.0,5.0,4.75,4.6,f,0,0.04
2020-02-26,within an hour,1.0,1.0,f,t,t,-22.94187,-43.17967,Entire home/apt,2,1.0,,1.0,95.0,2,90,t,21,51,71,346,27,4.63,4.78,4.89,4.93,4.85,4.89,4.74,t,0,2.12
2014-05-28,,,,f,t,t,-22.9538,-43.17329,Entire home/apt,6,0.5,,1.0,1600.0,1,1125,t,30,60,90,365,0,,,,,,,,t,0,
2019-07-02,within an hour,1.0,0.97,f,t,t,-22.89668,-43.28788,Private room,4,2.0,2.0,2.0,60.0,1,1125,t,25,55,83,355,28,4.93,4.86,4.93,5.0,4.93,4.79,4.89,t,0,0.9
2014-03-24,within an hour,1.0,0.98,t,t,t,-22.97648,-43.18871,Entire home/apt,3,1.0,1.0,1.0,146.0,4,90,t,0,3,6,102,20,5.0,5.0,4.9,5.0,4.95,4.9,4.9,t,0,2.51
2014-04-28,within an hour,1.0,1.0,t,t,t,-22.97621,-43.18979,Entire home/apt,2,1.5,1.0,2.0,100.0,2,1125,t,24,54,65,335,33,4.91,4.88,4.91,4.94,4.97,5.0,4.91,f,0,1.55
2020-11-05,within an hour,1.0,1.0,f,t,t,-22.98077,-43.19352,Entire home/apt,5,1.0,2.0,2.0,714.0,3,1125,t,23,53,78,353,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0,0.18
2014-06-18,within a day,0.93,0.94,f,t,t,-22.92024,-43.18237,Private room,2,3.0,1.0,2.0,54.0,5,1125,t,29,59,76,241,23,4.3,4.26,3.91,4.43,4.43,4.35,4.26,f,0,0.24
2016-08-02,,,,f,t,f,-22.99022,-43.47913,Private room,5,2.0,1.0,2.0,1000.0,1,1125,t,30,60,90,365,0,,,,,,,,t,0,
2017-11-08,within a few hours,1.0,1.0,f,t,t,-22.95629,-43.20215,Entire home/apt,4,2.0,2.0,3.0,200.0,4,30,t,0,5,19,269,0,,,,,,,,f,0,
2020-06-08,within a day,0.58,0.5,f,t,f,-22.97873,-43.19304,Entire home/apt,13,2.0,4.0,10.0,307.0,2,365,t,21,35,54,305,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,f,0,0.27
2021-04-15,within an hour,1.0,0.96,f,t,t,-22.96275,-43.18127,Entire home/apt,6,1.0,3.0,3.0,451.0,1,365,t,22,52,73,201,4,4.75,4.75,4.5,5.0,5.0,5.0,4.75,t,0,0.55
2013-08-24,within a few hours,0.95,0.86,f,t,t,-22.98241,-43.19914,Entire home/apt,4,2.0,2.0,3.0,260.0,4,90,t,3,26,46,136,118,4.81,4.91,4.68,4.89,4.92,4.95,4.76,f,0,1.17
2019-07-19,within a few hours,0.9,1.0,f,t,t,-22.97636,-43.41391,Entire home/apt,2,1.5,1.0,1.0,138.0,1,1000,t,30,60,90,360,11,4.73,4.73,4.91,4.64,4.55,4.64,4.36,t,0,0.53
2015-08-13,within an hour,1.0,0.85,f,t,t,-22.96628,-43.17866,Entire home/apt,4,1.0,,3.0,199.0,3,1125,t,0,0,0,0,12,4.25,4.36,4.64,4.82,4.82,4.82,4.55,f,0,0.15
2015-04-04,,,1.0,f,t,t,-22.97736,-43.19243,Entire home/apt,2,1.0,1.0,1.0,396.0,3,365,t,0,0,0,202,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.18
2011-09-10,within an hour,0.9,0.86,f,t,t,-22.96624,-43.18108,Private room,2,1.0,1.0,2.0,106.0,1,1125,t,20,50,73,348,8,4.38,4.63,4.38,5.0,5.0,5.0,4.5,f,0,0.2
2014-06-26,within a day,0.91,1.0,f,t,t,-22.96871,-43.3791,Entire home/apt,16,2.0,,1.0,2800.0,1,365,t,30,60,90,365,0,,,,,,,,t,0,
2022-05-10,,,,f,t,t,-22.92645,-43.23041,Private room,2,1.0,1.0,2.0,139.0,1,30,t,27,57,87,362,0,,,,,,,,f,0,
2015-07-07,,,,f,t,t,-22.987,-43.19223,Entire home/apt,7,3.5,4.0,4.0,3098.0,4,30,t,23,53,83,358,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.04
2014-12-11,a few days or more,0.4,0.33,f,t,t,-22.984358,-43.199554,Entire home/apt,6,1.0,1.0,3.0,457.0,2,30,t,29,59,85,257,0,,,,,,,,f,0,
2014-04-08,within an hour,1.0,1.0,f,t,t,-22.98546,-43.20935,Entire home/apt,4,2.0,2.0,3.0,800.0,2,30,t,30,60,90,90,0,,,,,,,,t,0,
2018-09-25,a few days or more,0.33,0.22,f,t,t,-23.0088,-43.35499,Entire home/apt,4,1.0,1.0,2.0,450.0,2,1125,t,23,51,72,347,3,4.67,5.0,5.0,5.0,5.0,5.0,5.0,f,0,0.09
2016-08-01,within an hour,1.0,1.0,t,t,t,-22.96936,-43.18982,Private room,2,1.0,1.0,2.0,74.0,2,1125,t,8,8,8,8,80,4.58,4.73,3.65,4.95,4.99,4.95,4.71,t,0,2.29
2015-10-19,within a day,0.9,0.33,f,t,t,-22.96297,-43.1697,Private room,1,1.5,1.0,1.0,139.0,3,1125,t,0,0,0,0,0,,,,,,,,f,0,
2015-03-12,within an hour,1.0,1.0,f,t,t,-22.8931,-43.53425,Entire home/apt,3,1.0,1.0,1.0,150.0,1,28,t,21,51,81,171,42,4.95,4.98,4.98,5.0,5.0,4.93,4.98,t,0,2.65
2017-04-18,within an hour,1.0,0.91,f,t,f,-22.97461,-43.18918,Entire home/apt,2,1.0,1.0,1.0,200.0,3,1125,t,29,59,71,71,11,4.55,4.64,4.09,5.0,4.73,4.91,4.73,f,0,1.15
2017-10-18,,,1.0,f,t,f,-22.94403,-43.20488,Shared room,1,3.0,1.0,1.0,90.0,1,365,t,30,60,90,365,0,,,,,,,,t,8,
2014-02-11,within an hour,1.0,1.0,f,t,f,-22.973934,-43.187626,Entire home/apt,5,1.5,3.0,4.0,265.0,3,21,t,4,25,45,57,4,5.0,5.0,4.5,4.75,5.0,5.0,4.75,f,0,2.73
2013-05-21,within a few hours,1.0,0.67,t,t,t,-22.96609,-43.18596,Entire home/apt,2,1.0,1.0,1.0,160.0,15,1125,t,0,1,1,107,19,4.84,4.95,4.74,5.0,4.95,5.0,4.63,f,0,0.27
2015-02-24,within an hour,1.0,,f,t,f,-22.96355,-43.1774,Entire home/apt,2,1.0,1.0,1.0,400.0,4,10,t,0,0,0,0,5,5.0,5.0,4.8,5.0,5.0,5.0,4.6,f,0,0.06
2014-03-07,within an hour,0.97,0.95,f,t,t,-23.02113,-43.51291,Entire home/apt,4,2.0,2.0,2.0,537.0,3,30,t,20,50,70,339,3,4.67,5.0,4.67,4.33,5.0,4.67,4.33,f,0,0.1
2017-02-26,within a few hours,1.0,0.96,f,t,t,-22.96761,-43.18167,Entire home/apt,6,1.0,1.0,5.0,250.0,4,360,t,18,48,64,76,17,4.88,5.0,4.88,5.0,5.0,5.0,4.94,f,0,0.4
